Store,Date,Temperature,Fuel_Price,MarkDown1,MarkDown2,MarkDown3,MarkDown4,MarkDown5,CPI,Unemployment,IsHoliday
14,2012-05-18,663,3848,8818.97,0,8.88,1297.39,3330.23,190.9964479,8.567,FALSO
15,2012-05-18,5884,4029,5226.88,0,8.93,546.11,1281.16,138.1065806,8.15,FALSO
16,2012-05-18,5674,3837,5303.48,0,96.9,765.65,2341.97,197.5553137,6.169,FALSO
17,2012-05-18,5967,3808,3847.57,0,92.93,1216.19,2403,131.0983226,6.235,FALSO
18,2012-05-18,6231,3899,9525.2,0,70.23,868.98,2396.74,138.1065806,8.304,FALSO
19,2012-05-18,5881,4029,12613.98,0,11.5,1705.28,3600.79,138.1065806,8.15,FALSO
20,2012-05-18,6099,3848,8077.14,512,5.13,2746.24,3677.78,214.5485571,7.139,FALSO
21,2012-05-18,7242,363,4088.63,0,28.62,1397.46,2772.05,221.380331,6.891,FALSO
22,2012-05-18,619,3899,10611.25,0,51.9,1482.63,2464.02,142.0970115,7.671,FALSO
23,2012-05-18,5842,3899,9364.2,0,104.01,516.81,1374.13,138.1065806,4.125,FALSO
24,2012-05-18,631,4029,5955.53,0,187,1529.05,4424.94,138.1065806,8.983,FALSO
25,2012-05-18,5821,3848,7191.69,0,1.7,640.51,1793.42,214.5485571,7.139,FALSO
26,2012-05-18,5255,3899,6622.21,0,45.9,550.47,2648.76,138.1065806,7.489,FALSO
27,2012-05-18,6515,4029,13340.68,0,222.2,2225.5,2346.31,142.0970115,8.253,FALSO
28,2012-05-18,8451,411,5282.21,0,1.23,1188.92,5422.89,131.0983226,11.627,FALSO
29,2012-05-18,619,3899,3018.19,0,76.29,661.56,597.94,138.1065806,9.14,FALSO
30,2012-05-18,7242,363,57.13,0,0,0,857.91,221.380331,6.891,FALSO
31,2012-05-18,7242,363,8569.82,0,47.39,719.88,17903.64,221.380331,6.891,FALSO
32,2012-05-18,5746,3837,8887.75,0,226.17,1135.59,2831.5,197.5553137,8.09,FALSO
33,2012-05-18,8981,4308,103.81,0,0,0,2161.91,131.0983226,7.396,FALSO
34,2012-05-18,6497,362,2328.53,0,2.43,1042.41,2111.41,131.0983226,9.575,FALSO
35,2012-05-18,6515,3848,8475.44,0,2.87,2133.81,2904.46,142.0970115,8.876,FALSO
36,2012-05-18,737,3713,367.23,0,0,0,1704.18,220.4252149,6.989,FALSO
37,2012-05-18,737,363,391.4,0,0,0,1697.98,220.4252149,6.989,FALSO
38,2012-05-18,8451,411,219.38,0,0,0,1472.86,131.0983226,11.627,FALSO
39,2012-05-18,7236,363,6962.99,0,7,2166.87,18547.03,220.4252149,6.989,FALSO
40,2012-05-18,5759,3899,4534.3,0,103.83,735.81,2388.29,138.1065806,4.125,FALSO
41,2012-05-18,5524,3837,6415.86,0,179.28,998.25,2976.99,197.5553137,6.547,FALSO
42,2012-05-18,8519,4308,354.41,0,0,0,1393.17,131.0983226,7.382,FALSO
43,2012-05-18,7206,363,939.16,0,0,0,1477.98,213.1753618,9.575,FALSO
44,2012-05-18,6517,3808,777.37,0,0,0,1118.23,131.0983226,5.621,FALSO
45,2012-05-18,663,3848,6813.74,0,13.86,936.49,2941.55,190.9964479,8.567,FALSO
1,2012-05-25,7722,3561,4039.39,0,745.19,1429.96,3631.13,221.744944,7.143,FALSO
2,2012-05-25,7819,3561,10701.32,0,1030.53,3595.04,14920.27,221.3828029,6.891,FALSO
3,2012-05-25,7858,3561,3032.03,0,291.17,536.82,580.87,225.2515168,6.664,FALSO
4,2012-05-25,7747,3551,4330.02,436,862.31,3268.41,3749.53,131.0287742,4.308,FALSO
5,2012-05-25,7823,3561,3784.86,0,431.99,225.2,2239.68,222.3323853,5.801,FALSO
6,2012-05-25,7847,3561,7694.17,0,945.23,1331.9,4852.27,223.3525662,5.964,FALSO
7,2012-05-25,506,3804,5126.54,0,90.05,483.27,2236.31,197.5886046,8.09,FALSO
8,2012-05-25,7611,3561,2989.94,0,651.09,1056.01,10189.75,225.3005779,5.679,FALSO
9,2012-05-25,7969,3561,1574.27,0,361.83,81.12,5286.38,225.4944288,5.539,FALSO
10,2012-05-25,8603,4127,7786.58,0,712.2,1701.28,3214.55,131.0287742,7.382,FALSO
11,2012-05-25,7844,3561,15143.06,0,984.13,2938.13,5495.44,225.2515168,6.664,FALSO
12,2012-05-25,8384,4293,8220.32,0,373.92,2185.46,1825.94,131.0287742,11.627,FALSO
13,2012-05-25,6239,3801,7282.07,0,416.15,1048.83,7293.87,131.0287742,5.965,FALSO
14,2012-05-25,6721,3798,11421.79,0,634.52,1071.25,3204.72,191.0028096,8.567,FALSO
15,2012-05-25,6797,3979,6258.04,0,482.11,928.64,1315.99,138.1101935,8.15,FALSO
16,2012-05-25,5736,3804,990.24,0,123.98,321.46,1405.5,197.5886046,6.169,FALSO
17,2012-05-25,5569,3801,5528.92,0,71.81,595.85,2754.3,131.0287742,6.235,FALSO
18,2012-05-25,6548,385,12179.37,0,251.38,2595.31,1605.36,138.1101935,8.304,FALSO
19,2012-05-25,6779,3979,10665.28,0,1095.85,1053.96,2647.45,138.1101935,8.15,FALSO
20,2012-05-25,7004,3798,11548.3,0,1042.6,1554.19,3450.52,214.5499425,7.139,FALSO
21,2012-05-25,7949,3561,7790.27,0,508.5,1575.99,4490.59,221.3828029,6.891,FALSO
22,2012-05-25,6239,385,9329.34,0,309.12,1369.3,2638.03,142.1032776,7.671,FALSO
23,2012-05-25,6643,385,7101.14,0,246.45,1017.09,2752.95,138.1101935,4.125,FALSO
24,2012-05-25,6579,3979,15776.58,0,624.13,3992.12,3763.4,138.1101935,8.983,FALSO
25,2012-05-25,6769,3798,5154.82,0,391.45,1581.91,2164.96,214.5499425,7.139,FALSO
26,2012-05-25,582,385,7166.44,0,240.75,1942.28,2272.3,138.1101935,7.489,FALSO
27,2012-05-25,6477,3979,11465.8,0,380.15,2173.31,4183.07,142.1032776,8.253,FALSO
28,2012-05-25,8384,4293,7557.62,0,609,1574.85,7620.93,131.0287742,11.627,FALSO
29,2012-05-25,6239,385,7467.41,0,290.33,309.68,2750.24,138.1101935,9.14,FALSO
30,2012-05-25,7949,3561,175.64,0,0,0,2534.54,221.3828029,6.891,FALSO
31,2012-05-25,7949,3561,12146.84,0,488.13,2066.74,5802.72,221.3828029,6.891,FALSO
32,2012-05-25,5974,3804,7581.03,0,216.17,748.97,3014.25,197.5886046,8.09,FALSO
33,2012-05-25,8889,4127,320.93,0,0,0,4038.58,131.0287742,7.396,FALSO
34,2012-05-25,7242,3551,4031.31,43,146.38,1114.59,2174.14,131.0287742,9.575,FALSO
35,2012-05-25,6477,3798,8708.2,0,296.24,1676.8,2399.15,142.1032776,8.876,FALSO
36,2012-05-25,7894,3636,517.28,0,0,0.92,1767.58,220.4287124,6.989,FALSO
37,2012-05-25,7894,3561,0,0,0,0,706.18,220.4287124,6.989,FALSO
38,2012-05-25,8384,4293,452.9,0,0.5,0,1668.88,131.0287742,11.627,FALSO
39,2012-05-25,7831,3561,10926.02,0,967.95,1983.54,6579.15,220.4287124,6.989,FALSO
40,2012-05-25,6525,385,8089.78,0,303.31,1092.35,2448.8,138.1101935,4.125,FALSO
41,2012-05-25,5489,3804,8215.27,0,277.14,1198.25,2444.61,197.5886046,6.547,FALSO
42,2012-05-25,8603,4127,63.93,0,0.9,0,1169.65,131.0287742,7.382,FALSO
43,2012-05-25,8241,3561,566.81,0,1.1,0,875.91,213.1736682,9.575,FALSO
44,2012-05-25,6239,3801,63.04,0,0,0,419.93,131.0287742,5.621,FALSO
45,2012-05-25,6721,3798,5370.39,0,361.22,1287.62,2461.81,191.0028096,8.567,FALSO
1,2012-06-01,7795,3501,6086.21,12,370.51,148.75,3690.85,221.7472139,7.143,FALSO
2,2012-06-01,7838,3501,13091.33,21,245.37,2993.15,5521.72,221.3852748,6.891,FALSO
3,2012-06-01,8155,3501,2664.55,10,220.03,618.49,1940.77,225.2518313,6.664,FALSO
4,2012-06-01,7741,3483,10165.22,8.6,47.93,2676.33,4896.34,130.9592258,4.308,FALSO
5,2012-06-01,7972,3501,2840.78,0,41.58,393.41,2114,222.3343277,5.801,FALSO
6,2012-06-01,8039,3501,8267.68,16,441.83,1904.81,3517.55,223.3539397,5.964,FALSO
7,2012-06-01,5506,3764,2427.12,0,98.67,1349.72,2112.74,197.6218954,8.09,FALSO
8,2012-06-01,7831,3501,11578.32,41.6,58.17,1319.45,2044.72,225.300865,5.679,FALSO
9,2012-06-01,8026,3501,2542.14,35.6,76.8,374.37,3413.57,225.4946078,5.539,FALSO
10,2012-06-01,8006,4277,11614.41,0,172.39,2945.55,1528.02,130.9592258,7.382,FALSO
11,2012-06-01,8167,3501,8172.36,79.6,126.72,1785.38,4232.48,225.2518313,6.664,FALSO
12,2012-06-01,7811,4277,7512.07,0,43.71,3666.37,4109.01,130.9592258,11.627,FALSO
13,2012-06-01,6111,3788,8868.86,123,37.87,3793.73,6276.31,130.9592258,5.965,FALSO
14,2012-06-01,7448,3742,7765.54,11,185.64,2473.3,2603.92,191.0091712,8.567,FALSO
15,2012-06-01,6761,3915,3762,22.8,41.98,1170.77,2160.94,138.1138065,8.15,FALSO
16,2012-06-01,5897,3764,4078.25,22.4,60.41,98.46,968.96,197.6218954,6.169,FALSO
17,2012-06-01,5413,3788,3996.22,25,31.8,1667.66,881.3,130.9592258,6.235,FALSO
18,2012-06-01,7142,3798,13525.26,1.2,36.26,1889.92,1629.62,138.1138065,8.304,FALSO
19,2012-06-01,6818,3915,8247.79,36.2,100.6,2171.48,4578.85,138.1138065,8.15,FALSO
20,2012-06-01,7367,3742,12240.61,17.4,82.98,3560.21,3373.36,214.5513278,7.139,FALSO
21,2012-06-01,7924,3501,11678.88,0,60.71,3660.14,3630.08,221.3852748,6.891,FALSO
22,2012-06-01,7001,3798,16432.28,7.6,73.36,3723.8,3331.57,142.1095438,7.671,FALSO
23,2012-06-01,6622,3798,4238.85,92.2,61.64,1401.23,2312.38,138.1138065,4.125,FALSO
24,2012-06-01,7179,3915,5320.71,42.2,204.43,883.54,2374.74,138.1138065,8.983,FALSO
25,2012-06-01,6954,3742,6667.97,38.4,40.85,544.94,2765.31,214.5513278,7.139,FALSO
26,2012-06-01,5851,3798,4810.9,3,110.44,662.3,2964.12,138.1138065,7.489,FALSO
27,2012-06-01,734,3915,10283.49,31.2,245.41,4069.79,2775.35,142.1095438,8.253,FALSO
28,2012-06-01,7811,4277,15488.5,0,72,3872.89,5319.68,130.9592258,11.627,FALSO
29,2012-06-01,7001,3798,8940.48,0,63.86,885.58,2768.33,138.1138065,9.14,FALSO
30,2012-06-01,7924,3501,553.39,0,0,0,7048.24,221.3852748,6.891,FALSO
31,2012-06-01,7924,3501,10969.38,0,378.31,2706.46,3236.46,221.3852748,6.891,FALSO
32,2012-06-01,6284,3764,8570.33,55,181.13,669.55,2634.77,197.6218954,8.09,FALSO
33,2012-06-01,8357,4277,1603.57,0,0,0,867.15,130.9592258,7.396,FALSO
34,2012-06-01,7041,3483,10054.19,0,128.85,87.9,5049.13,130.9592258,9.575,FALSO
35,2012-06-01,734,3742,12469.08,0,9.66,3040.28,5859.48,142.1095438,8.876,FALSO
36,2012-06-01,8074,3567,187.88,0,0,4.02,1674.5,220.4322099,6.989,FALSO
37,2012-06-01,8074,3501,57.81,0,0,0,1268.73,220.4322099,6.989,FALSO
38,2012-06-01,7811,4277,65.36,0,0.6,0,886.6,130.9592258,11.627,FALSO
39,2012-06-01,8033,3501,8200.12,5.8,64.71,1772.73,9316.5,220.4322099,6.989,FALSO
40,2012-06-01,6475,3798,4641.39,30.6,50.93,420.22,1627.19,138.1138065,4.125,FALSO
41,2012-06-01,5729,3764,9160.25,-2,127.56,1850.68,2652.68,197.6218954,6.547,FALSO
42,2012-06-01,8006,4277,609.75,0,1.1,43.67,726.34,130.9592258,7.382,FALSO
43,2012-06-01,8089,3501,290.87,0,0.8,0,725.1,213.1719747,9.575,FALSO
44,2012-06-01,6111,3788,375.61,0,0,0,686.9,130.9592258,5.621,FALSO
45,2012-06-01,7448,3742,10643.62,48.2,201.56,2599.35,1856.97,191.0091712,8.567,FALSO
1,2012-06-08,783,3452,8813.81,116.8,64.55,2652.04,7161.91,221.7494839,7.143,FALSO
2,2012-06-08,7869,3452,12162.04,463.6,78.39,3610.78,10877.64,221.3877467,6.891,FALSO
3,2012-06-08,8165,3452,5770.48,28.6,30.18,283.7,2093.48,225.2521458,6.664,FALSO
4,2012-06-08,7811,3433,7429.46,249.8,7.86,4235.27,9690.55,130.8896774,4.308,FALSO
5,2012-06-08,8102,3452,4488.47,0,0.24,231.16,1246.89,222.33627,5.801,FALSO
6,2012-06-08,805,3452,11150.2,188.6,63.7,859.54,6294.81,223.3553131,5.964,FALSO
7,2012-06-08,6307,3741,3729.69,76.6,0.12,444.64,3495.06,197.6551863,8.09,FALSO
8,2012-06-08,7428,3452,8721.82,252.8,30.45,679.89,5160.31,225.3011521,5.679,FALSO
9,2012-06-08,7891,3452,3564.15,142.2,0.3,81.26,5518.29,225.4947868,5.539,FALSO
10,2012-06-08,8687,4103,7184.69,31,338.26,637.39,5399.57,130.8896774,7.382,FALSO
11,2012-06-08,821,3452,11984.13,191.4,78.65,2768.31,6358.77,225.2521458,6.664,FALSO
12,2012-06-08,8483,4103,10421.58,93.2,160.4,2385.69,4837.21,130.8896774,11.627,FALSO
13,2012-06-08,684,3776,12461.96,406.6,254.19,1450.62,8952.93,130.8896774,5.965,FALSO
14,2012-06-08,643,3689,4636.1,570.2,172.7,1103.04,8024.53,191.0155329,8.567,FALSO
15,2012-06-08,5935,3871,4658.21,269,0.19,399.04,3998.9,138.1174194,8.15,FALSO
16,2012-06-08,6543,3741,3644.68,37.2,63.9,611.78,5520.95,197.6551863,6.169,FALSO
17,2012-06-08,6051,3776,6233.58,140.2,328.34,763.88,4501.73,130.8896774,6.235,FALSO
18,2012-06-08,591,3746,9422.6,218,32.42,427.69,6113.61,138.1174194,8.304,FALSO
19,2012-06-08,6019,3871,10625.25,292.4,51.96,2760.12,6219.56,138.1174194,8.15,FALSO
20,2012-06-08,6201,3689,8353.32,516.6,46.76,2073.77,7774.31,214.5527132,7.139,FALSO
21,2012-06-08,7947,3452,7055.91,10.8,93.05,751.89,4570.78,221.3877467,6.891,FALSO
22,2012-06-08,6171,3746,18261.32,142.4,19.79,3041.13,4316.44,142.1158099,7.671,FALSO
23,2012-06-08,5682,3746,7565.4,503.4,220.02,2581.42,6208.43,138.1174194,4.125,FALSO
24,2012-06-08,5993,3871,15742.14,250.6,35.76,3050.95,7604.47,138.1174194,8.983,FALSO
25,2012-06-08,5848,3689,9024.73,207.4,64.04,2897.69,4748.56,214.5527132,7.139,FALSO
26,2012-06-08,4943,3746,7908.98,54.6,16.57,689.29,4172.84,138.1174194,7.489,FALSO
27,2012-06-08,6405,3871,12921.09,414.6,95.99,1666.88,7819.11,142.1158099,8.253,FALSO
28,2012-06-08,8483,4103,9026.85,101.2,-29.1,833.67,11752.37,130.8896774,11.627,FALSO
29,2012-06-08,6171,3746,5777.3,117.2,23.9,440.62,3946.59,138.1174194,9.14,FALSO
30,2012-06-08,7947,3452,359.6,0,3.75,0,3721.71,221.3877467,6.891,FALSO
31,2012-06-08,7947,3452,6401.42,0,1.01,744.86,7363.36,221.3877467,6.891,FALSO
32,2012-06-08,7114,3741,8483.84,361.8,77.99,1640,6841.59,197.6551863,8.09,FALSO
33,2012-06-08,9094,4103,499.25,0,0,0,959.13,130.8896774,7.396,FALSO
34,2012-06-08,7535,3433,6967.19,85.4,0.37,1251.49,10377.32,130.8896774,9.575,FALSO
35,2012-06-08,6405,3689,6984.56,44,287.97,851.39,5482.29,142.1158099,8.876,FALSO
36,2012-06-08,815,3513,226.87,0,0,5,597.68,220.4357073,6.989,FALSO
37,2012-06-08,815,3452,349.22,0,14.4,0,769.34,220.4357073,6.989,FALSO
38,2012-06-08,8483,4103,491.31,0,11.8,0,1999.19,130.8896774,11.627,FALSO
39,2012-06-08,8112,3452,9356.4,351.8,0.24,1857.12,11870.68,220.4357073,6.989,FALSO
40,2012-06-08,5578,3746,7338.72,324.8,44.64,2067.65,7482.97,138.1174194,4.125,FALSO
41,2012-06-08,6511,3741,10245.25,527.4,78.07,749.73,5117.87,197.6551863,6.547,FALSO
42,2012-06-08,8687,4103,349.94,0,16.64,0,1272.21,130.8896774,7.382,FALSO
43,2012-06-08,8573,3452,446.4,0,3.96,0,1732.71,213.1702811,9.575,FALSO
44,2012-06-08,684,3776,276.3,0,31.29,0,1225.27,130.8896774,5.621,FALSO
45,2012-06-08,643,3689,8429.61,148.6,76.15,1465.54,7180.97,191.0155329,8.567,FALSO
1,2012-06-15,7935,3393,5621.99,109.6,0.25,2420.28,3083.26,221.7626421,7.143,FALSO
2,2012-06-15,8056,3393,8573.41,195,0.19,4455.38,5288.61,221.4009901,6.891,FALSO
3,2012-06-15,8466,3393,2014.47,31.8,1,631.17,835.34,225.2644795,6.664,FALSO
4,2012-06-15,8094,3372,16063.84,84,0.22,2105.39,6113.16,130.8295333,4.308,FALSO
5,2012-06-15,8164,3393,1911.02,0.95,0.04,570.11,1828.62,222.3492901,5.801,FALSO
6,2012-06-15,821,3393,7041.68,276.35,350.16,3373.11,5325.58,223.3680933,5.964,FALSO
7,2012-06-15,5933,3723,16717.38,119.4,0.65,677.29,1144.07,197.692292,8.09,FALSO
8,2012-06-15,7714,3393,8583.02,265.7,151.05,1184.4,5675.58,225.3134743,5.679,FALSO
9,2012-06-15,8221,3393,3296.23,176.4,50.03,780.78,4209.82,225.5070634,5.539,FALSO
10,2012-06-15,8858,4144,6017.71,18.8,41.99,2052.91,4250.19,130.8295333,7.382,FALSO
11,2012-06-15,8497,3393,7018,247.6,0.15,2876.5,4951.58,225.2644795,6.664,FALSO
12,2012-06-15,8594,4144,15025.58,33.4,2.51,4573.57,2283.27,130.8295333,11.627,FALSO
13,2012-06-15,6597,3756,8819.8,416.5,0.22,3496.08,6331.52,130.8295333,5.965,FALSO
14,2012-06-15,7193,362,10737.66,423.4,5.06,1904.52,3823.07,191.0299731,8.567,FALSO
15,2012-06-15,677,3786,3453.42,478.6,0.01,404.11,3862.9,138.1295333,8.15,FALSO
16,2012-06-15,6536,3723,7027.33,141.8,125.91,642.76,1980.96,197.692292,6.169,FALSO
17,2012-06-15,5667,3756,6069.6,147,0.18,1949.47,1373.68,130.8295333,6.235,FALSO
18,2012-06-15,6658,3683,6285.43,296.4,0.44,3224.15,2870.91,138.1295333,8.304,FALSO
19,2012-06-15,6819,3786,9987.83,697,0.05,2837.84,4710.66,138.1295333,8.15,FALSO
20,2012-06-15,7151,362,9584.57,657.4,3.99,3667.7,5230.22,214.5653243,7.139,FALSO
21,2012-06-15,8151,3393,6177.81,61.6,0.75,2970.97,3281.16,221.4009901,6.891,FALSO
22,2012-06-15,6656,3683,9564.7,193.9,9.06,3070.27,2588.53,142.1292548,7.671,FALSO
23,2012-06-15,6473,3683,4810.62,442.3,41.03,1361.6,2213.38,138.1295333,4.125,FALSO
24,2012-06-15,6828,3786,11618.99,217.9,9.33,2449.86,5633.09,138.1295333,8.983,FALSO
25,2012-06-15,6834,362,5987.75,147.2,100.04,1735.9,3500.18,214.5653243,7.139,FALSO
26,2012-06-15,5784,3683,5833.29,153.8,254.03,851.83,3785.07,138.1295333,7.489,FALSO
27,2012-06-15,6952,3786,9943.48,614.9,15,3382.44,6779.57,142.1292548,8.253,FALSO
28,2012-06-15,8594,4144,8619.75,101,363.96,2244.26,6524.51,130.8295333,11.627,FALSO
29,2012-06-15,6656,3683,3861.04,306.6,7.02,89.54,1180.28,138.1295333,9.14,FALSO
30,2012-06-15,8151,3393,370.16,0,3.01,10.16,1042.83,221.4009901,6.891,FALSO
31,2012-06-15,8151,3393,7348.68,0,2.85,2541.21,5428.08,221.4009901,6.891,FALSO
32,2012-06-15,7091,3723,4642.56,414.3,0.01,989.08,4381.8,197.692292,8.09,FALSO
33,2012-06-15,9244,4144,1655.11,0,0,0,1079.36,130.8295333,7.396,FALSO
34,2012-06-15,7648,3372,5809.23,32.4,400.09,924.94,3054.63,130.8295333,9.575,FALSO
35,2012-06-15,6952,362,4983.83,6.8,1.04,2545.67,1991.41,142.1292548,8.876,FALSO
36,2012-06-15,8215,3407,945.96,0,0,0,2709.66,220.4494148,6.989,FALSO
37,2012-06-15,8215,3393,255.38,0,4.51,0,3027.4,220.4494148,6.989,FALSO
38,2012-06-15,8594,4144,635.42,0,0.13,0,1800.18,130.8295333,11.627,FALSO
39,2012-06-15,8133,3393,8270.46,76.4,0.06,3324.17,25107.85,220.4494148,6.989,FALSO
40,2012-06-15,6339,3683,5288.06,244.82,42.74,1165.96,3695.1,138.1295333,4.125,FALSO
41,2012-06-15,6492,3723,6926.97,599,5.66,3396.74,4290.96,197.692292,6.547,FALSO
42,2012-06-15,8858,4144,499.78,0,2.17,0,1187.29,130.8295333,7.382,FALSO
43,2012-06-15,8775,3393,402.48,0,0.65,0,1315.66,213.1786952,9.575,FALSO
44,2012-06-15,6597,3756,3297.48,0,9.88,23.04,993.88,130.8295333,5.621,FALSO
45,2012-06-15,7193,362,8148.19,252.7,90.05,1226.11,2942.39,191.0299731,8.567,FALSO
1,2012-06-22,7839,3346,8624.56,171.25,3.05,2524.07,7063.68,221.8030211,7.143,FALSO
2,2012-06-22,8104,3346,12126.02,314,60.99,6058.6,36430.33,221.4411622,6.891,FALSO
3,2012-06-22,827,3346,1843.45,11.2,0.51,421.71,1743.54,225.3068615,6.664,FALSO
4,2012-06-22,8163,3329,6619.2,351.22,3.48,5390.02,10920.89,130.7929,4.308,FALSO
5,2012-06-22,8057,3346,2046.93,8.8,0,677.36,2762.83,222.3900046,5.801,FALSO
6,2012-06-22,812,3346,7253.03,312.35,160.51,3024.57,6806.11,223.4093906,5.964,FALSO
7,2012-06-22,6369,3735,12407.71,352.1,0.09,1239.04,1533.86,197.7389345,8.09,FALSO
8,2012-06-22,7885,3346,5146.44,124.95,2.97,1409.95,3956.16,225.3558843,5.679,FALSO
9,2012-06-22,8105,3346,2886.26,3.8,0,1270.8,4545.91,225.5495841,5.539,FALSO
10,2012-06-22,8992,4014,7684.55,12.6,1.17,3375.65,7210.53,130.7929,7.382,FALSO
11,2012-06-22,8326,3346,8329.88,278.6,1.98,1726.99,6103.42,225.3068615,6.664,FALSO
12,2012-06-22,9161,4014,10233.14,67.6,3.65,4693.44,3618.64,130.7929,11.627,FALSO
13,2012-06-22,7289,3737,9298.46,565.14,1.79,4025.82,8626.51,130.7929,5.965,FALSO
14,2012-06-22,7422,3564,10291.35,317,4.3,3292.07,6115.51,191.0646096,8.567,FALSO
15,2012-06-22,7428,3722,3816.09,1314,0,667.31,2567,138.1629,8.15,FALSO
16,2012-06-22,7041,3735,1291.33,201,0.27,696.47,1682.13,197.7389345,6.169,FALSO
17,2012-06-22,629,3737,3500.33,466.98,0,1789.53,2980.58,130.7929,6.235,FALSO
18,2012-06-22,7092,3629,8206.82,478.09,1.37,3726.43,4323.55,138.1629,8.304,FALSO
19,2012-06-22,7583,3722,10418.79,1232.8,0.51,2971.07,12187.35,138.1629,8.15,FALSO
20,2012-06-22,7651,3564,12173.74,875.7,2.36,4195.01,7516.62,214.606,7.139,FALSO
21,2012-06-22,8178,3346,7545.68,79.95,0.51,3498.46,7223.83,221.4411622,6.891,FALSO
22,2012-06-22,7061,3629,8154.53,387.4,0,2396.96,3938.83,142.1606464,7.671,FALSO
23,2012-06-22,7182,3629,5810.83,658.1,8.28,2064.37,5454.93,138.1629,4.125,FALSO
24,2012-06-22,7229,3722,8790.16,749.1,30.57,4434.39,7308.24,138.1629,8.983,FALSO
25,2012-06-22,7352,3564,9127.63,467.6,30.29,3543.14,5417.88,214.606,7.139,FALSO
26,2012-06-22,6304,3629,5543.88,372,103.99,1901.89,6556.54,138.1629,7.489,FALSO
27,2012-06-22,7323,3722,9510.17,821.5,7.98,3928.13,6054.38,142.1606464,8.253,FALSO
28,2012-06-22,9161,4014,10280.97,18.4,1.12,3663.41,6659.58,130.7929,11.627,FALSO
29,2012-06-22,7061,3629,4524.86,492.8,0.99,1745.53,2589.37,138.1629,9.14,FALSO
30,2012-06-22,8178,3346,292.53,0,0,0,3749.16,221.4411622,6.891,FALSO
31,2012-06-22,8178,3346,6139.82,26,4.33,3613.14,8954,221.4411622,6.891,FALSO
32,2012-06-22,7485,3735,7803.3,609.25,3.05,4800.5,15323.92,197.7389345,8.09,FALSO
33,2012-06-22,9575,4014,213.64,0,0,0,2346.53,130.7929,7.396,FALSO
34,2012-06-22,7885,3329,4673,169,0,1561.36,4524.99,130.7929,9.575,FALSO
35,2012-06-22,7323,3564,5984,32.8,0.57,528.54,2636.77,142.1606464,8.876,FALSO
36,2012-06-22,804,3358,318.51,0,0,0,1805.33,220.4886472,6.989,FALSO
37,2012-06-22,804,3346,277.33,0,0,0,1269.26,220.4886472,6.989,FALSO
38,2012-06-22,9161,4014,576,0,0,0,2241.95,130.7929,11.627,FALSO
39,2012-06-22,7984,3346,7354.18,244,0.99,2788.54,53212.72,220.4886472,6.989,FALSO
40,2012-06-22,6932,3629,5015.3,438,4.72,2018.54,7972.99,138.1629,4.125,FALSO
41,2012-06-22,6688,3735,6390.33,753.88,8.58,3431.59,4741.92,197.7389345,6.547,FALSO
42,2012-06-22,8992,4014,44.66,0,0,0,1338.53,130.7929,7.382,FALSO
43,2012-06-22,8751,3346,184.26,0,3.2,0,1298.9,213.2123786,9.575,FALSO
44,2012-06-22,7289,3737,505.28,0,0.79,43.89,1222.4,130.7929,5.621,FALSO
45,2012-06-22,7422,3564,5565.31,222.5,1.16,2149.76,7474.76,191.0646096,8.567,FALSO
1,2012-06-29,8488,3286,3965.73,161.6,0,435.99,4212.97,221.8434,7.143,FALSO
2,2012-06-29,8632,3286,8495.34,275.8,0,1935.16,5686.13,221.4813343,6.891,FALSO
3,2012-06-29,8642,3286,2297.32,8,0,395.28,1182.52,225.3492435,6.664,FALSO
4,2012-06-29,8423,3257,3756.11,211.6,0,2114.26,6371.15,130.7562667,4.308,FALSO
5,2012-06-29,8708,3286,1053.25,12.75,0,113.8,1300.11,222.4307191,5.801,FALSO
6,2012-06-29,8735,3286,3997.4,231.9,0,262.44,4182.9,223.4506878,5.964,FALSO
7,2012-06-29,6884,3693,1246.74,425.6,0,42,1200.17,197.785577,8.09,FALSO
8,2012-06-29,8447,3286,8467.23,199.75,0,492.34,5529.08,225.3982943,5.679,FALSO
9,2012-06-29,8718,3286,2073.16,120,0,31.75,2792.7,225.5921049,5.539,FALSO
10,2012-06-29,9136,3875,3339.88,22,0,1119.45,3710.52,130.7562667,7.382,FALSO
11,2012-06-29,8786,3286,4430.73,219.8,0,1799.43,6504.38,225.3492435,6.664,FALSO
12,2012-06-29,9047,3875,7439.99,47.6,0,1330.36,4873.87,130.7562667,11.627,FALSO
13,2012-06-29,82,3681,4768.5,446.92,0,743.34,4076.02,130.7562667,5.965,FALSO
14,2012-06-29,7522,3506,4575.3,211.7,0,304.94,2686.11,191.0992462,8.567,FALSO
15,2012-06-29,6891,3667,3076.48,589.4,0,1770.01,2113.3,138.1962667,8.15,FALSO
16,2012-06-29,7731,3693,731.74,107.4,0,455.32,1375.35,197.785577,6.169,FALSO
17,2012-06-29,7114,3681,2895.23,281.3,0,357.75,1195.05,130.7562667,6.235,FALSO
18,2012-06-29,7017,3577,4281.61,262.88,0,829.99,2102.06,138.1962667,8.304,FALSO
19,2012-06-29,6992,3667,11993.32,535.4,0,3736.21,3432.8,138.1962667,8.15,FALSO
20,2012-06-29,7415,3506,6569.4,605.7,0,561.31,4567.03,214.6466757,7.139,FALSO
21,2012-06-29,8805,3286,5130.81,38.3,0,1849.32,3879.62,221.4813343,6.891,FALSO
